outcome_cat,outcome,cohort,analysis,term,hr,conf_low,conf_high,outcome_time_median
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,7.637253126,6.342836082,9.195828893,14.5
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,107.0209918,85.13438432,134.5342751,0
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Prior history of outcome,days0028_0197,1.23595,0.7682,1.98851,34.5
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Prior history of outcome,days0000_0028,6.86495,5.12423,9.197,0
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0028_0197,2.15192,1.55944,2.96951,44.5
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0000_0028,25.46548,22.19292,29.22061,1
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0000_0028,69.74780844,62.28795074,78.10101087,3
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0028_0197,2.54845145,1.812148757,3.583926546,44
Cardiovascular diseases,Acute myocardial infarction,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,1.25259951,0.850959111,1.843808188,58
Cardiovascular diseases,Acute myocardial infarction,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,7.730897794,6.265629111,9.538822021,6
Cardiovascular diseases,Acute myocardial infarction,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,146.0450302,117.1813811,182.0184399,0
Cardiovascular diseases,Acute myocardial infarction,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,1.9721,1.74169,2.233,9.5
Cardiovascular diseases,Acute myocardial infarction,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.049,0.93014,1.18306,63
Cardiovascular diseases,Acute myocardial infarction,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,64.48903,58.01934,71.68016,0
Cardiovascular diseases,Acute myocardial infarction,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.38895,1.19067,1.62025,12
Cardiovascular diseases,Acute myocardial infarction,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,54.00714,47.81705,60.99857,0
Cardiovascular diseases,Acute myocardial infarction,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.02332,0.90189,1.16111,63
Mental illnesses,Addiction,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,0.873929012,0.638480316,1.196202763,13
Mental illnesses,Addiction,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,15.50337766,10.91238489,22.0258652,1
Mental illnesses,Addiction,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,0.658111656,0.504219202,0.858973537,58
Mental illnesses,Addiction,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,0.657675911,0.500410244,0.864366006,56
Mental illnesses,Addiction,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,12.51207847,8.364667811,18.71587865,1
Mental illnesses,Addiction,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,0.704460579,0.49135446,1.00999329,13
Cardiovascular diseases,Angina,Vaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0000_0028,3.510501834,2.584890895,4.767561699,0
Cardiovascular diseases,Angina,Vaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0028_0197,1.338916895,1.002059518,1.789014125,80
Cardiovascular diseases,Angina,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,182.5257027,165.282313,201.5680416,0
Cardiovascular diseases,Angina,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,1.248182633,0.972878088,1.601392719,56
Cardiovascular diseases,Angina,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,13.54832604,12.24508951,14.99025015,5
Cardiovascular diseases,Angina,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,45.48468,42.31183,48.89547,0
Cardiovascular diseases,Angina,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,2.09295,1.9481,2.24857,7
Cardiovascular diseases,Angina,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.1194,1.04368,1.20061,63
Cardiovascular diseases,Angina,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,28.95234,26.42359,31.72309,0
Cardiovascular diseases,Angina,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,0.98916,0.88774,1.10217,15
Cardiovascular diseases,Angina,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.10475,1.02706,1.18831,64
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0028_0197,0.82524,0.69564,0.97898,61.5
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0000_0028,2.35449,2.04543,2.71024,1
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0000_0028,4.83788,4.46591,5.24082,0
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0028_0197,1.11385,0.99005,1.25313,62
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0028_0197,1.18624,0.9987,1.409,62.5
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0000_0028,8.72707,7.98751,9.5351,0
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: South Asian,days0000_0028,4.51622,3.56214,5.72585,0
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: South Asian,days0028_0197,0.83319,0.56886,1.22036,62
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0028_0197,1.09335,1.00193,1.1931,61
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0000_0028,4.88903,4.61318,5.18138,0
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0028_0197,1.92217,1.38329,2.67097,92
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0000_0028,7.69213,5.73204,10.32246,0
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,1.750105549,1.394035391,2.197124368,52.5
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,123.026035,104.5342742,144.7889261,0
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,7.437695082,6.413704313,8.625172822,6
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.08251,0.99583,1.17674,62
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,2.09403,1.92412,2.27895,9
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,71.77761,66.94653,76.95732,0
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0028_0197,1.09351,0.98906,1.209,61
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0000_0028,5.08221,4.75786,5.42867,0
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,63.74412,58.93627,68.94417,0
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.01616,0.92915,1.11133,63
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.52659,1.37657,1.69296,11
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Prior history of outcome,days0000_0028,4.72636,4.28342,5.2151,0
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Prior history of outcome,days0028_0197,1.05877,0.91138,1.23001,64
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0028_0197,1.01578,0.8862,1.16431,62
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0000_0028,4.94164,4.52712,5.39412,0
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0000_0028,4.77502,4.44666,5.12762,0
Cardiovascular diseases,Arterial thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0028_0197,1.10413,0.99365,1.2269,62
Cardiovascular diseases,Deep vein thrombosis,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,156.3384174,113.2652032,215.7920041,0
Cardiovascular diseases,Deep vein thrombosis,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,3.553098359,2.5008063,5.048176051,41
Cardiovascular diseases,Deep vein thrombosis,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,10.49445476,7.996724337,13.77235056,12.5
Cardiovascular diseases,Deep vein thrombosis,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.47682,1.30235,1.67467,58
Cardiovascular diseases,Deep vein thrombosis,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,27.27179,22.51826,33.02877,0
Cardiovascular diseases,Deep vein thrombosis,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,2.37252,2.06993,2.71934,14
Cardiovascular diseases,Deep vein thrombosis,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.85403,1.58391,2.17021,14
Cardiovascular diseases,Deep vein thrombosis,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.34422,1.17557,1.53707,59
Cardiovascular diseases,Deep vein thrombosis,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,18.52826,14.60735,23.50162,0
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0001_0028,0.877604942,0.821065258,0.938038027,15
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0000_0001,2.137343521,1.765152887,2.588012268,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0028_0197,1.055330306,1.009443359,1.103303166,68
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0001_0028,1.107668976,1.051942642,1.166347396,14
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0028_0197,1.129583818,1.087843179,1.17292605,64
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0000_0001,4.509761241,4.006639405,5.076061105,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0000_0001,23.41609517,21.36719625,25.66146286,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0001_0028,1.68223557,1.563777091,1.809667457,10
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0028_0197,1.17140757,1.099702183,1.247788462,66
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0028_0197,1.239400477,1.074099547,1.43014076,65
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0001_0028,2.697504372,2.359649015,3.083733975,8
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0000_0001,71.25730109,63.45258406,80.02200437,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Black,days0001_0028,1.497693342,1.053678263,2.128814292,15
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Black,days0000_0001,8.991912379,4.81970206,16.77582706,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Black,days0028_0197,1.160290556,0.861330324,1.563017274,68
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Mixed,days0000_0001,4.575250311,2.073533057,10.09528897,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Mixed,days0028_0197,0.838162926,0.62454897,1.124839083,66.5
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Mixed,days0001_0028,0.839687895,0.557394014,1.264950363,13
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Other,days0001_0028,1.394526515,0.986993056,1.970332203,8
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Other,days0000_0001,3.345792495,1.259237172,8.889768875,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Other,days0028_0197,1.202100081,0.910378955,1.587300098,59
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: South Asian,days0001_0028,1.139682073,0.932460818,1.392954216,11
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: South Asian,days0000_0001,12.24047643,9.222551905,16.24596585,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: South Asian,days0028_0197,1.164778043,1.011758346,1.340940644,73
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0028_0197,1.105528402,1.07688143,1.134937436,66
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0001_0028,1.162103699,1.122214376,1.203410896,13
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0000_0001,8.658667377,8.164176748,9.183108482,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0001_0028,1.254692685,0.950422549,1.656372458,9
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0000_0001,38.6654866,31.5144284,47.43921847,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0028_0197,1.11502067,0.932225298,1.333659468,73
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,12.94043623,11.98120294,13.97648116,6
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,129.2521309,117.8600614,141.7454722,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,1.556709658,1.327743918,1.825159718,62
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.107097798,1.079518346,1.135381848,66
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,1.158329061,1.119994217,1.19797602,13
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,8.53849105,8.066373162,9.038241592,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0028_0197,1.261346382,1.198638997,1.327334335,66
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0001_0028,1.113988855,1.033660793,1.200559387,16
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0000_0001,5.830847246,5.02656504,6.763819693,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,0.916405841,0.882203766,0.951933893,16
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,5.418551831,5.042698821,5.822418705,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.097046423,1.069395186,1.125412635,66
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0000_0001,10.84129428,10.1868026,11.53783639,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0001_0028,1.227878741,1.177490647,1.280423083,12
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0028_0197,1.109338231,1.074692172,1.145101213,66
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, within six months",days0001_0028,0.993143528,0.912791701,1.080568619,13
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, within six months",days0028_0197,0.922970381,0.863795206,0.986199412,66
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, within six months",days0000_0001,9.460083759,8.454851544,10.58483218,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0001_0028,1.104339136,1.059665642,1.15089598,13
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0000_0001,7.355752248,6.832340313,7.919261725,1
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0028_0197,1.10922939,1.076299921,1.143166338,66
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0028_0197,1.110394386,1.060485261,1.16265236,67
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0001_0028,1.290961532,1.218225394,1.368040501,12
Mental illnesses,Depression,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0000_0001,11.1460256,10.18558808,12.19702639,1
Mental illnesses,Eating disorders,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,0.993327362,0.733421726,1.345336813,16
Mental illnesses,Eating disorders,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,0.999597681,0.794325462,1.257917027,65
Mental illnesses,Eating disorders,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,5.987853496,3.512738736,10.20695142,1
Mental illnesses,Eating disorders,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,5.311493195,2.987294117,9.443994152,1
Mental illnesses,Eating disorders,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.05817529,0.840345972,1.332468984,66.5
Mental illnesses,Eating disorders,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,0.853411357,0.6124852,1.189107945,17
Mental illnesses,General anxiety,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,1.650251334,1.365232167,1.994773679,63
Mental illnesses,General anxiety,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,16.93858236,15.55926063,18.44019882,6
Mental illnesses,General anxiety,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,150.018407,133.966397,167.9937876,1
Mental illnesses,General anxiety,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,8.513322561,7.950923334,9.115502437,1
Mental illnesses,General anxiety,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.123925354,1.091007192,1.157836732,65
Mental illnesses,General anxiety,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,1.25450552,1.206936723,1.303949137,12
Mental illnesses,General anxiety,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,5.505021989,5.054708445,5.995453039,1
Mental illnesses,General anxiety,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.114717523,1.081695251,1.148747908,65
Mental illnesses,General anxiety,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,0.970813044,0.928880469,1.014638586,15
Diabetes,Gestational diabetes,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0028,0.957438908,0.633832281,1.446264715,20
Diabetes,Gestational diabetes,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,0.809786035,0.58769522,1.115805267,61
Diabetes,Gestational diabetes,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0028,0.912045554,0.598218645,1.390506797,20
Diabetes,Gestational diabetes,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,0.788831973,0.570255617,1.091187641,65
Cardiovascular diseases,Heart failure,Vaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0000_0028,8.07427,6.82778,9.54832,0
Cardiovascular diseases,Heart failure,Vaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0028_0197,1.31786,1.03232,1.6824,86
Cardiovascular diseases,Heart failure,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,14.79433001,13.56752406,16.13206651,5
Cardiovascular diseases,Heart failure,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,2.019141659,1.705212949,2.390864701,53
Cardiovascular diseases,Heart failure,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,181.5320097,168.936685,195.0662023,0
Cardiovascular diseases,Heart failure,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,2.5491,2.40671,2.69991,6
Cardiovascular diseases,Heart failure,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,74.37976,70.8706,78.06267,0
Cardiovascular diseases,Heart failure,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.13825,1.07082,1.20993,62
Cardiovascular diseases,Heart failure,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,48.82955,45.78719,52.07407,0
Cardiovascular diseases,Heart failure,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.04762,0.98107,1.11868,63
Cardiovascular diseases,Heart failure,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.16606,1.06828,1.2728,12.5
Cardiovascular diseases,Ischaemic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,2.111357066,1.572340384,2.835156107,54
Cardiovascular diseases,Ischaemic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,6.4047186,5.118717913,8.013807568,7
Cardiovascular diseases,Ischaemic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,88.62110193,67.41260377,116.5018322,0
Cardiovascular diseases,Ischaemic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,2.11833,1.87862,2.38863,9
Cardiovascular diseases,Ischaemic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,79.86966,72.73947,87.69878,0
Cardiovascular diseases,Ischaemic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.08607,0.96385,1.2238,62
Cardiovascular diseases,Ischaemic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,0.98604,0.86568,1.12314,64
Cardiovascular diseases,Ischaemic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,76.09599,68.71159,84.27399,0
Cardiovascular diseases,Ischaemic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.65371,1.43464,1.90623,10
Diabetes,Other diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,0.949676495,0.765425282,1.178280188,59
Diabetes,Other diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0028,1.00396044,0.742999185,1.356578292,21
Diabetes,Other diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0028,0.942588475,0.687220031,1.292850896,21
Diabetes,Other diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,0.912717816,0.729945511,1.141254791,61
Mental illnesses,Post-traumatic stress disorder,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,284.8117349,181.3294735,447.3499139,1
Mental illnesses,Post-traumatic stress disorder,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,27.30693628,20.34796253,36.64586898,7
Mental illnesses,Post-traumatic stress disorder,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,2.011655671,0.914986579,4.422751799,48
Mental illnesses,Post-traumatic stress disorder,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.041275508,0.891226783,1.216586738,67
Mental illnesses,Post-traumatic stress disorder,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,1.055033976,0.852861339,1.305132077,9
Mental illnesses,Post-traumatic stress disorder,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,12.57851005,9.442715482,16.75565842,1
Mental illnesses,Post-traumatic stress disorder,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,0.623033797,0.472432696,0.821643201,14
Mental illnesses,Post-traumatic stress disorder,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,7.026033033,4.795217928,10.29466041,1
